Batalha,Turno,Meu,Meu_Papel,Meu_HP,Adversario,Papel_Adv,HP_Adv,Matchup,Decisao,HP_Equipa_Meu,HP_Equipa_Adv
battle-gen9nationaldex-10651896,90,slowbro,TANK,0.76,toxapex,TANK,0.49,OFFENSIVE_ADV,futuresight,2.76,0.49
battle-gen9nationaldex-10651896,91,slowbro,TANK,0.70,toxapex,TANK,0.49,OFFENSIVE_ADV,futuresight,2.70,0.49
battle-gen9nationaldex-10651896,92,slowbro,TANK,0.63,toxapex,TANK,0.49,OFFENSIVE_ADV,futuresight,2.63,0.49
battle-gen9nationaldex-10651900,80,slowbro,TANK,0.88,slowkinggalar,TANK,0.77,NEUTRAL,scald,0.88,1.43
battle-gen9nationaldex-10651900,81,slowbro,TANK,0.82,skarmory,TANK,0.13,NEUTRAL,futuresight,0.82,0.97
battle-gen9nationaldex-10651900,82,slowbro,TANK,0.76,slowkinggalar,TANK,0.88,NEUTRAL,scald,0.76,1.08
battle-gen9nationaldex-10651900,83,slowbro,TANK,0.76,skarmory,TANK,0.13,NEUTRAL,futuresight,0.76,1.01
battle-gen9nationaldex-10651900,84,slowbro,TANK,0.76,slowkinggalar,TANK,0.78,NEUTRAL,scald,0.76,0.91
battle-gen9nationaldex-10651900,85,slowbro,TANK,0.76,slowkinggalar,TANK,1.00,NEUTRAL,scald,0.76,1.00
battle-gen9nationaldex-10651900,86,slowbro,TANK,0.38,slowkinggalar,TANK,0.83,NEUTRAL,scald,0.38,0.83
battle-gen9nationaldex-10651900,87,slowbro,TANK,0.04,slowkinggalar,TANK,0.65,NEUTRAL,scald,0.04,0.65
battle-gen9nationaldex-10651914,993,cloyster,TANK,0.63,quagsire,TANK,1.00,NEUTRAL,SWITCH->deoxysdefense,2.18,2.71
battle-gen9nationaldex-10651914,994,deoxysdefense,TANK,1.00,heatran,TANK,1.00,OFFENSIVE_DIS,SWITCH->cloyster,2.18,2.71
battle-gen9nationaldex-10651914,995,cloyster,TANK,0.63,quagsire,TANK,1.00,NEUTRAL,SWITCH->deoxysdefense,2.18,2.71
battle-gen9nationaldex-10651914,996,deoxysdefense,TANK,1.00,heatran,TANK,1.00,OFFENSIVE_DIS,SWITCH->cloyster,2.18,2.71
battle-gen9nationaldex-10651914,997,cloyster,TANK,0.63,quagsire,TANK,1.00,NEUTRAL,SWITCH->deoxysdefense,2.18,2.71
battle-gen9nationaldex-10651914,998,deoxysdefense,TANK,1.00,heatran,TANK,1.00,OFFENSIVE_DIS,SWITCH->cloyster,2.18,2.71
battle-gen9nationaldex-10651914,999,cloyster,TANK,0.63,quagsire,TANK,1.00,NEUTRAL,SWITCH->deoxysdefense,2.18,2.71
battle-gen9nationaldex-10651914,1000,deoxysdefense,TANK,1.00,heatran,TANK,1.00,OFFENSIVE_DIS,SWITCH->cloyster,2.18,2.71
battle-gen9nationaldex-10651915,993,latias,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_ADV,SWITCH->clefable,2.00,2.12
battle-gen9nationaldex-10651915,994,clefable,TANK,1.00,reuniclus,TANK,0.85,NEUTRAL,SWITCH->latias,2.00,2.12
battle-gen9nationaldex-10651915,995,latias,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_ADV,SWITCH->clefable,2.00,2.12
battle-gen9nationaldex-10651915,996,clefable,TANK,1.00,reuniclus,TANK,0.85,NEUTRAL,SWITCH->latias,2.00,2.12
battle-gen9nationaldex-10651915,997,latias,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_ADV,SWITCH->clefable,2.00,2.12
battle-gen9nationaldex-10651915,998,clefable,TANK,1.00,reuniclus,TANK,0.85,NEUTRAL,SWITCH->latias,2.00,2.12
battle-gen9nationaldex-10651915,999,latias,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_ADV,SWITCH->clefable,2.00,2.12
battle-gen9nationaldex-10651915,1000,clefable,TANK,1.00,reuniclus,TANK,0.85,NEUTRAL,SWITCH->latias,2.00,2.12
battle-gen9nationaldex-10651916,162,chansey,TANK,0.57,mantine,TANK,0.58,OFFENSIVE_DIS,seismictoss,2.23,0.58
battle-gen9nationaldex-10651916,163,chansey,TANK,0.45,mantine,TANK,0.61,OFFENSIVE_DIS,seismictoss,2.11,0.61
battle-gen9nationaldex-10651916,164,chansey,TANK,0.26,mantine,TANK,0.55,OFFENSIVE_DIS,seismictoss,1.93,0.55
battle-gen9nationaldex-10651916,165,chansey,TANK,0.02,mantine,TANK,0.49,OFFENSIVE_DIS,seismictoss,1.68,0.49
battle-gen9nationaldex-10651916,165,chansey,TANK,0.00,mantine,TANK,0.42,OFFENSIVE_DIS,SWITCH->gastrodon,1.66,0.42
battle-gen9nationaldex-10651916,166,gastrodon,TANK,1.00,mantine,TANK,0.42,NEUTRAL,SWITCH->venusaurmega,1.66,0.42
battle-gen9nationaldex-10651916,167,venusaurmega,TANK,0.66,mantine,TANK,0.55,DEFENSIVE_DIS,sludgebomb,1.66,0.55
battle-gen9nationaldex-10651916,168,venusaurmega,TANK,0.66,mantine,TANK,0.44,DEFENSIVE_DIS,sludgebomb,1.66,0.44
battle-gen9nationaldex-10651923,90,kommoo,TANK,1.00,quagsire,TANK,0.36,NEUTRAL,clangingscales,2.00,1.36
battle-gen9nationaldex-10651923,91,kommoo,TANK,1.00,heatran,TANK,0.94,OFFENSIVE_ADV,SWITCH->corviknight,2.00,1.30
battle-gen9nationaldex-10651923,92,corviknight,TANK,1.00,heatran,TANK,1.00,CRITICAL_DIS,uturn,2.00,1.36
battle-gen9nationaldex-10651923,92,corviknight,TANK,1.00,quagsire,TANK,0.26,NEUTRAL,SWITCH->kommoo,2.00,1.26
battle-gen9nationaldex-10651923,93,kommoo,TANK,1.00,quagsire,TANK,0.32,NEUTRAL,closecombat,2.00,1.32
battle-gen9nationaldex-10651923,94,kommoo,TANK,1.00,heatran,TANK,0.16,OFFENSIVE_ADV,clangingscales,2.00,0.48
battle-gen9nationaldex-10651923,95,kommoo,TANK,0.53,heatran,TANK,0.11,OFFENSIVE_ADV,closecombat,1.53,0.43
battle-gen9nationaldex-10651923,96,kommoo,TANK,0.53,quagsire,TANK,0.32,NEUTRAL,clangingscales,1.53,0.32
battle-gen9nationaldex-10651934,82,tapubulu,TANK,0.99,serperior,TANK,0.18,DEFENSIVE_ADV,superpower,0.99,2.79
battle-gen9nationaldex-10651934,83,tapubulu,TANK,1.00,gliscor,TANK,1.00,DEFENSIVE_DIS,superpower,1.00,2.79
battle-gen9nationaldex-10651934,84,tapubulu,TANK,0.95,serperior,TANK,0.18,DEFENSIVE_ADV,superpower,0.95,2.37
battle-gen9nationaldex-10651934,85,tapubulu,TANK,1.00,gliscor,TANK,0.93,DEFENSIVE_DIS,superpower,1.00,2.30
battle-gen9nationaldex-10651934,86,tapubulu,TANK,0.82,gliscor,TANK,0.93,DEFENSIVE_DIS,superpower,0.82,2.12
battle-gen9nationaldex-10651934,87,tapubulu,TANK,0.54,komala,UTILITY,0.21,OFFENSIVE_ADV,superpower,0.54,1.33
battle-gen9nationaldex-10651934,88,tapubulu,TANK,0.61,gliscor,TANK,0.93,DEFENSIVE_DIS,superpower,0.61,1.12
battle-gen9nationaldex-10651934,89,tapubulu,TANK,0.20,gliscor,TANK,0.93,DEFENSIVE_DIS,superpower,0.20,0.93
battle-gen9nationaldex-10651948,132,gliscor,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_DIS,toxic,1.00,1.00
battle-gen9nationaldex-10651948,133,gliscor,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_DIS,toxic,1.00,1.00
battle-gen9nationaldex-10651948,134,gliscor,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_DIS,toxic,1.00,1.00
battle-gen9nationaldex-10651948,135,gliscor,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_DIS,toxic,1.00,1.00
battle-gen9nationaldex-10651948,136,gliscor,TANK,1.00,gliscor,TANK,0.88,OFFENSIVE_DIS,struggle,1.00,0.88
battle-gen9nationaldex-10651948,137,gliscor,TANK,0.78,gliscor,TANK,0.67,OFFENSIVE_DIS,struggle,0.78,0.67
battle-gen9nationaldex-10651948,138,gliscor,TANK,0.52,gliscor,TANK,0.46,OFFENSIVE_DIS,struggle,0.52,0.46
battle-gen9nationaldex-10651948,139,gliscor,TANK,0.31,gliscor,TANK,0.24,OFFENSIVE_DIS,struggle,0.31,0.24
battle-gen9nationaldex-10651963,993,ninetalesalola,TANK,0.77,deoxysdefense,TANK,1.00,NEUTRAL,SWITCH->heatran,2.77,3.00
battle-gen9nationaldex-10651963,994,heatran,TANK,1.00,kommoo,TANK,1.00,DEFENSIVE_DIS,SWITCH->ninetalesalola,2.77,3.00
battle-gen9nationaldex-10651963,995,ninetalesalola,TANK,0.77,deoxysdefense,TANK,1.00,NEUTRAL,SWITCH->heatran,2.77,3.00
battle-gen9nationaldex-10651963,996,heatran,TANK,1.00,kommoo,TANK,1.00,DEFENSIVE_DIS,SWITCH->ninetalesalola,2.77,3.00
battle-gen9nationaldex-10651963,997,ninetalesalola,TANK,0.77,deoxysdefense,TANK,1.00,NEUTRAL,SWITCH->heatran,2.77,3.00
battle-gen9nationaldex-10651963,998,heatran,TANK,1.00,kommoo,TANK,1.00,DEFENSIVE_DIS,SWITCH->ninetalesalola,2.77,3.00
battle-gen9nationaldex-10651963,999,ninetalesalola,TANK,0.77,deoxysdefense,TANK,1.00,NEUTRAL,SWITCH->heatran,2.77,3.00
battle-gen9nationaldex-10651963,1000,heatran,TANK,1.00,kommoo,TANK,1.00,DEFENSIVE_DIS,SWITCH->ninetalesalola,2.77,3.00
battle-gen9nationaldex-10651978,79,latiasmega,TANK,0.72,gliscor,TANK,1.00,NEUTRAL,SWITCH->clefable,1.72,1.00
battle-gen9nationaldex-10651978,80,clefable,TANK,1.00,gliscor,TANK,1.00,NEUTRAL,SWITCH->latiasmega,1.72,1.00
battle-gen9nationaldex-10651978,81,latiasmega,TANK,0.63,gliscor,TANK,0.88,NEUTRAL,SWITCH->clefable,1.63,0.88
battle-gen9nationaldex-10651978,82,clefable,TANK,0.98,gliscor,TANK,0.75,NEUTRAL,SWITCH->latiasmega,1.61,0.75
battle-gen9nationaldex-10651978,83,latiasmega,TANK,0.54,gliscor,TANK,0.63,NEUTRAL,SWITCH->clefable,1.52,0.63
battle-gen9nationaldex-10651978,84,clefable,TANK,0.95,gliscor,TANK,0.50,NEUTRAL,SWITCH->latiasmega,1.49,0.50
battle-gen9nationaldex-10651978,85,latiasmega,TANK,0.45,gliscor,TANK,0.38,NEUTRAL,SWITCH->clefable,1.41,0.38
battle-gen9nationaldex-10651978,86,clefable,TANK,0.93,gliscor,TANK,0.25,NEUTRAL,moonblast,1.38,0.25
battle-gen9nationaldex-10651979,993,moltres,TANK,0.94,arctozolt,TANK,1.00,VOLATILE,SWITCH->necrozma,2.94,3.00
battle-gen9nationaldex-10651979,994,necrozma,TANK,1.00,heatran,TANK,1.00,OFFENSIVE_ADV,SWITCH->moltres,2.94,3.00
battle-gen9nationaldex-10651979,995,moltres,TANK,0.94,arctozolt,TANK,1.00,VOLATILE,SWITCH->necrozma,2.94,3.00
battle-gen9nationaldex-10651979,996,necrozma,TANK,1.00,heatran,TANK,1.00,OFFENSIVE_ADV,SWITCH->moltres,2.94,3.00
battle-gen9nationaldex-10651979,997,moltres,TANK,0.94,arctozolt,TANK,1.00,VOLATILE,SWITCH->necrozma,2.94,3.00
battle-gen9nationaldex-10651979,998,necrozma,TANK,1.00,heatran,TANK,1.00,OFFENSIVE_ADV,SWITCH->moltres,2.94,3.00
battle-gen9nationaldex-10651979,999,moltres,TANK,0.94,arctozolt,TANK,1.00,VOLATILE,SWITCH->necrozma,2.94,3.00
battle-gen9nationaldex-10651979,1000,necrozma,TANK,1.00,heatran,TANK,1.00,OFFENSIVE_ADV,SWITCH->moltres,2.94,3.00
battle-gen9nationaldex-10651982,91,zapdos,TANK,0.35,emboar,TANK,0.64,OFFENSIVE_ADV,thunder,1.35,1.64
battle-gen9nationaldex-10651982,92,zapdos,TANK,0.01,corviknight,TANK,1.00,DOMINANT,SWITCH->manaphy,1.01,1.00
battle-gen9nationaldex-10651982,93,manaphy,TANK,0.76,corviknight,TANK,1.00,NEUTRAL,SWITCH->zapdos,0.77,1.00
battle-gen9nationaldex-10651982,93,zapdos,TANK,0.00,corviknight,TANK,0.99,DOMINANT,SWITCH->manaphy,0.76,0.99
battle-gen9nationaldex-10651982,94,manaphy,TANK,0.64,corviknight,TANK,0.99,NEUTRAL,surf,0.64,0.99
battle-gen9nationaldex-10651982,95,manaphy,TANK,0.30,corviknight,TANK,0.89,NEUTRAL,surf,0.30,0.89
battle-gen9nationaldex-10651982,96,manaphy,TANK,0.01,corviknight,TANK,0.79,NEUTRAL,surf,0.01,0.79
battle-gen9nationaldex-10651982,97,manaphy,TANK,0.01,corviknight,TANK,0.42,NEUTRAL,surf,0.01,0.42
battle-gen9nationaldex-10651996,160,altariamega,TANK,0.96,deoxysdefense,TANK,1.00,NEUTRAL,dragondance,0.96,1.00
battle-gen9nationaldex-10651996,161,altariamega,TANK,0.96,deoxysdefense,TANK,1.00,NEUTRAL,dragondance,0.96,1.00
battle-gen9nationaldex-10651996,162,altariamega,TANK,0.96,deoxysdefense,TANK,1.00,NEUTRAL,roost,0.96,1.00
battle-gen9nationaldex-10651996,163,altariamega,TANK,1.00,deoxysdefense,TANK,1.00,NEUTRAL,roost,1.00,1.00
battle-gen9nationaldex-10651996,164,altariamega,TANK,1.00,deoxysdefense,TANK,1.00,NEUTRAL,struggle,1.00,1.00
battle-gen9nationaldex-10651996,165,altariamega,TANK,0.75,deoxysdefense,TANK,0.64,NEUTRAL,struggle,0.75,0.64
battle-gen9nationaldex-10651996,166,altariamega,TANK,0.50,deoxysdefense,TANK,0.75,NEUTRAL,struggle,0.50,0.75
battle-gen9nationaldex-10651996,167,altariamega,TANK,0.25,deoxysdefense,TANK,0.39,NEUTRAL,struggle,0.25,0.39
battle-gen9nationaldex-10652004,104,slowbro,TANK,0.91,blissey,TANK,0.85,NEUTRAL,scald,2.19,0.85
battle-gen9nationaldex-10652004,105,slowbro,TANK,0.91,blissey,TANK,0.85,NEUTRAL,scald,2.19,0.85
battle-gen9nationaldex-10652004,106,slowbro,TANK,0.91,blissey,TANK,0.84,NEUTRAL,scald,2.19,0.84
battle-gen9nationaldex-10652004,107,slowbro,TANK,0.82,blissey,TANK,0.69,NEUTRAL,scald,2.10,0.69
battle-gen9nationaldex-10652004,108,slowbro,TANK,0.74,blissey,TANK,0.53,NEUTRAL,scald,2.02,0.53
battle-gen9nationaldex-10652004,109,slowbro,TANK,0.66,blissey,TANK,0.37,NEUTRAL,scald,1.94,0.37
battle-gen9nationaldex-10652004,110,slowbro,TANK,0.56,blissey,TANK,0.22,NEUTRAL,scald,1.85,0.22
battle-gen9nationaldex-10652004,111,slowbro,TANK,0.48,blissey,TANK,0.06,NEUTRAL,futuresight,1.77,0.06
battle-gen9nationaldex-10652053,993,quagsire,TANK,1.00,mantine,TANK,1.00,OFFENSIVE_DIS,SWITCH->amoonguss,2.00,3.15
battle-gen9nationaldex-10652053,994,amoonguss,TANK,1.00,swampertmega,TANK,1.00,OFFENSIVE_ADV,SWITCH->quagsire,2.00,3.15
battle-gen9nationaldex-10652053,995,quagsire,TANK,1.00,mantine,TANK,1.00,OFFENSIVE_DIS,SWITCH->amoonguss,2.00,3.15
battle-gen9nationaldex-10652053,996,amoonguss,TANK,1.00,swampertmega,TANK,1.00,OFFENSIVE_ADV,SWITCH->quagsire,2.00,3.15
battle-gen9nationaldex-10652053,997,quagsire,TANK,1.00,mantine,TANK,1.00,OFFENSIVE_DIS,SWITCH->amoonguss,2.00,3.15
battle-gen9nationaldex-10652053,998,amoonguss,TANK,1.00,swampertmega,TANK,1.00,OFFENSIVE_ADV,SWITCH->quagsire,2.00,3.15
battle-gen9nationaldex-10652053,999,quagsire,TANK,1.00,mantine,TANK,1.00,OFFENSIVE_DIS,SWITCH->amoonguss,2.00,3.15
battle-gen9nationaldex-10652053,1000,amoonguss,TANK,1.00,swampertmega,TANK,1.00,OFFENSIVE_ADV,SWITCH->quagsire,2.00,3.15
battle-gen9nationaldex-10652086,123,aegislash,TANK,0.26,blissey,TANK,0.63,DOMINANT,SWITCH->golemalola,0.44,1.95
battle-gen9nationaldex-10652086,124,golemalola,TANK,0.02,blissey,TANK,0.63,DEFENSIVE_ADV,SWITCH->aegislash,0.32,1.95
battle-gen9nationaldex-10652086,125,aegislash,TANK,0.20,blissey,TANK,0.63,DOMINANT,SWITCH->serperior,0.26,1.95
battle-gen9nationaldex-10652086,125,serperior,TANK,0.00,blissey,TANK,0.63,NEUTRAL,SWITCH->aegislash,0.22,1.95
battle-gen9nationaldex-10652086,126,aegislash,TANK,0.14,blissey,TANK,0.63,DOMINANT,SWITCH->golemalola,0.16,1.95
battle-gen9nationaldex-10652086,126,golemalola,TANK,0.00,blissey,TANK,1.00,DEFENSIVE_ADV,SWITCH->aegislash,0.14,2.32
battle-gen9nationaldex-10652086,127,aegislash,TANK,0.08,blissey,TANK,1.00,DOMINANT,closecombat,0.08,2.32
battle-gen9nationaldex-10652086,128,aegislash,SWEEPER,0.08,pecharunt,TANK,0.70,VOLATILE,shadowclaw,0.08,2.20
battle-gen9nationaldex-10652105,88,garganacl,TANK,1.00,gliscor,TANK,0.01,DEFENSIVE_DIS,protect,3.33,0.01
battle-gen9nationaldex-10652105,89,garganacl,TANK,1.00,gliscor,TANK,0.01,DEFENSIVE_DIS,protect,3.33,0.01
battle-gen9nationaldex-10652105,90,garganacl,TANK,1.00,gliscor,TANK,0.01,DEFENSIVE_DIS,protect,3.33,0.01
battle-gen9nationaldex-10652105,91,garganacl,TANK,1.00,gliscor,TANK,0.01,DEFENSIVE_DIS,protect,3.33,0.01
battle-gen9nationaldex-10652105,92,garganacl,TANK,1.00,gliscor,TANK,0.01,DEFENSIVE_DIS,protect,3.33,0.01
battle-gen9nationaldex-10652105,93,garganacl,TANK,1.00,gliscor,TANK,0.01,DEFENSIVE_DIS,protect,3.33,0.01
battle-gen9nationaldex-10652105,94,garganacl,TANK,1.00,gliscor,TANK,0.01,DEFENSIVE_DIS,SWITCH->zapdos,3.33,0.01
battle-gen9nationaldex-10652105,95,zapdos,TANK,1.00,gliscor,TANK,0.01,DEFENSIVE_ADV,hurricane,3.33,0.01
battle-gen9nationaldex-10652118,993,heatran,TANK,1.00,slowkinggalar,TANK,1.00,DOMINANT,SWITCH->deoxysdefense,2.19,2.00
battle-gen9nationaldex-10652118,994,deoxysdefense,TANK,1.00,tapubulu,TANK,1.00,OFFENSIVE_DIS,SWITCH->heatran,2.19,2.00
battle-gen9nationaldex-10652118,995,heatran,TANK,1.00,slowkinggalar,TANK,1.00,DOMINANT,SWITCH->deoxysdefense,2.19,2.00
battle-gen9nationaldex-10652118,996,deoxysdefense,TANK,1.00,tapubulu,TANK,1.00,OFFENSIVE_DIS,SWITCH->heatran,2.19,2.00
battle-gen9nationaldex-10652118,997,heatran,TANK,1.00,slowkinggalar,TANK,1.00,DOMINANT,SWITCH->deoxysdefense,2.19,2.00
battle-gen9nationaldex-10652118,998,deoxysdefense,TANK,1.00,tapubulu,TANK,1.00,OFFENSIVE_DIS,SWITCH->heatran,2.19,2.00
battle-gen9nationaldex-10652118,999,heatran,TANK,1.00,slowkinggalar,TANK,1.00,DOMINANT,SWITCH->deoxysdefense,2.19,2.00
battle-gen9nationaldex-10652118,1000,deoxysdefense,TANK,1.00,tapubulu,TANK,1.00,OFFENSIVE_DIS,SWITCH->heatran,2.19,2.00
battle-gen9nationaldex-10652139,73,urshifurapidstrike,UTILITY,0.84,charizard,TANK,0.36,VOLATILE,SWITCH->melmetal,1.72,0.55
battle-gen9nationaldex-10652139,74,melmetal,TANK,0.77,charizard,TANK,0.36,VOLATILE,icepunch,1.60,0.55
battle-gen9nationaldex-10652139,75,melmetal,TANK,0.77,indeedeef,TANK,0.47,DEFENSIVE_ADV,SWITCH->urshifurapidstrike,1.60,1.02
battle-gen9nationaldex-10652139,76,urshifurapidstrike,UTILITY,0.67,indeedeef,TANK,0.47,VOLATILE,aquajet,1.44,1.02
battle-gen9nationaldex-10652139,77,urshifurapidstrike,UTILITY,0.52,indeedeef,TANK,0.47,VOLATILE,SWITCH->melmetal,1.29,1.02
battle-gen9nationaldex-10652139,78,melmetal,TANK,0.54,indeedeef,TANK,0.47,DEFENSIVE_DIS,doubleironbash,1.06,1.02
battle-gen9nationaldex-10652139,79,melmetal,TANK,0.32,charizard,TANK,0.36,VOLATILE,icepunch,0.84,0.55
battle-gen9nationaldex-10652139,80,melmetal,TANK,0.19,corviknight,TANK,0.19,DOMINANT,icepunch,0.71,0.19
battle-gen9nationaldex-10652154,993,reuniclus,TANK,0.89,sawsbuckwinter,TANK,1.00,OFFENSIVE_ADV,SWITCH->clefable,5.04,2.00
battle-gen9nationaldex-10652154,994,clefable,TANK,1.00,slaking,TANK,1.00,NEUTRAL,SWITCH->reuniclus,5.04,2.00
battle-gen9nationaldex-10652154,995,reuniclus,TANK,0.89,sawsbuckwinter,TANK,1.00,OFFENSIVE_ADV,SWITCH->clefable,5.04,2.00
battle-gen9nationaldex-10652154,996,clefable,TANK,1.00,slaking,TANK,1.00,NEUTRAL,SWITCH->reuniclus,5.04,2.00
battle-gen9nationaldex-10652154,997,reuniclus,TANK,0.89,sawsbuckwinter,TANK,1.00,OFFENSIVE_ADV,SWITCH->clefable,5.04,2.00
battle-gen9nationaldex-10652154,998,clefable,TANK,1.00,slaking,TANK,1.00,NEUTRAL,SWITCH->reuniclus,5.04,2.00
battle-gen9nationaldex-10652154,999,reuniclus,TANK,0.89,sawsbuckwinter,TANK,1.00,OFFENSIVE_ADV,SWITCH->clefable,5.04,2.00
battle-gen9nationaldex-10652154,1000,clefable,TANK,1.00,slaking,TANK,1.00,NEUTRAL,SWITCH->reuniclus,5.04,2.00
battle-gen9nationaldex-10652158,115,tapufini,TANK,1.00,mantine,TANK,1.00,NEUTRAL,taunt,1.00,1.00
battle-gen9nationaldex-10652158,116,tapufini,TANK,1.00,mantine,TANK,0.82,NEUTRAL,taunt,1.00,0.82
battle-gen9nationaldex-10652158,117,tapufini,TANK,1.00,mantine,TANK,0.63,NEUTRAL,taunt,1.00,0.63
battle-gen9nationaldex-10652158,118,tapufini,TANK,1.00,mantine,TANK,0.69,NEUTRAL,taunt,1.00,0.69
battle-gen9nationaldex-10652158,119,tapufini,TANK,1.00,mantine,TANK,0.50,NEUTRAL,taunt,1.00,0.50
battle-gen9nationaldex-10652158,120,tapufini,TANK,1.00,mantine,TANK,0.31,NEUTRAL,taunt,1.00,0.31
battle-gen9nationaldex-10652158,121,tapufini,TANK,1.00,mantine,TANK,0.37,NEUTRAL,taunt,1.00,0.37
battle-gen9nationaldex-10652158,122,tapufini,TANK,1.00,mantine,TANK,0.18,NEUTRAL,taunt,1.00,0.18
battle-gen9nationaldex-10652179,107,toxapex,TANK,1.00,zapdos,TANK,0.78,DEFENSIVE_DIS,scald,2.00,0.78
battle-gen9nationaldex-10652179,108,toxapex,TANK,1.00,zapdos,TANK,0.78,DEFENSIVE_DIS,scald,2.00,0.78
battle-gen9nationaldex-10652179,109,toxapex,TANK,0.63,zapdos,TANK,0.55,DEFENSIVE_DIS,scald,1.63,0.55
battle-gen9nationaldex-10652179,110,toxapex,TANK,0.24,zapdos,TANK,0.49,DEFENSIVE_DIS,scald,1.24,0.49
battle-gen9nationaldex-10652179,111,toxapex,TANK,0.27,zapdos,TANK,0.42,DEFENSIVE_DIS,scald,1.27,0.42
battle-gen9nationaldex-10652179,112,toxapex,TANK,0.34,zapdos,TANK,0.21,DEFENSIVE_DIS,scald,1.34,0.21
battle-gen9nationaldex-10652179,112,toxapex,TANK,0.00,zapdos,TANK,0.15,DEFENSIVE_DIS,SWITCH->zapdos,1.00,0.15
battle-gen9nationaldex-10652179,113,zapdos,TANK,1.00,zapdos,TANK,0.15,NEUTRAL,hurricane,1.00,0.15
battle-gen9nationaldex-10652193,993,tapubulu,TANK,1.00,deoxysdefense,TANK,1.00,NEUTRAL,SWITCH->slowkinggalar,2.00,2.00
battle-gen9nationaldex-10652193,994,slowkinggalar,TANK,1.00,heatran,TANK,1.00,VOLATILE,SWITCH->tapubulu,2.00,2.00
battle-gen9nationaldex-10652193,995,tapubulu,TANK,1.00,deoxysdefense,TANK,1.00,NEUTRAL,SWITCH->slowkinggalar,2.00,2.00
battle-gen9nationaldex-10652193,996,slowkinggalar,TANK,1.00,heatran,TANK,1.00,VOLATILE,SWITCH->tapubulu,2.00,2.00
battle-gen9nationaldex-10652193,997,tapubulu,TANK,1.00,deoxysdefense,TANK,1.00,NEUTRAL,SWITCH->slowkinggalar,2.00,2.00
battle-gen9nationaldex-10652193,998,slowkinggalar,TANK,1.00,heatran,TANK,1.00,VOLATILE,SWITCH->tapubulu,2.00,2.00
battle-gen9nationaldex-10652193,999,tapubulu,TANK,1.00,deoxysdefense,TANK,1.00,NEUTRAL,SWITCH->slowkinggalar,2.00,2.00
battle-gen9nationaldex-10652193,1000,slowkinggalar,TANK,1.00,heatran,TANK,1.00,VOLATILE,SWITCH->tapubulu,2.00,2.00
battle-gen9nationaldex-10652195,150,heatran,TANK,1.00,toxapex,TANK,0.95,VOLATILE,SWITCH->gliscor,2.00,0.95
battle-gen9nationaldex-10652195,151,gliscor,TANK,1.00,toxapex,TANK,0.95,VOLATILE,SWITCH->heatran,2.00,0.95
battle-gen9nationaldex-10652195,152,heatran,TANK,1.00,toxapex,TANK,0.95,VOLATILE,SWITCH->gliscor,2.00,0.95
battle-gen9nationaldex-10652195,153,gliscor,TANK,1.00,toxapex,TANK,0.95,VOLATILE,SWITCH->heatran,2.00,0.95
battle-gen9nationaldex-10652195,154,heatran,TANK,1.00,toxapex,TANK,0.95,VOLATILE,SWITCH->gliscor,2.00,0.95
battle-gen9nationaldex-10652195,155,gliscor,TANK,1.00,toxapex,TANK,0.69,VOLATILE,SWITCH->heatran,2.00,0.69
battle-gen9nationaldex-10652195,156,heatran,TANK,1.00,toxapex,TANK,0.44,VOLATILE,SWITCH->gliscor,2.00,0.44
battle-gen9nationaldex-10652195,157,gliscor,TANK,1.00,toxapex,TANK,0.19,VOLATILE,earthquake,2.00,0.19
battle-gen9nationaldex-10652197,158,pecharunt,TANK,1.00,gliscor,TANK,1.00,DEFENSIVE_DIS,shadowball,2.44,1.00
battle-gen9nationaldex-10652197,159,pecharunt,TANK,1.00,gliscor,TANK,1.00,DEFENSIVE_DIS,shadowball,2.44,1.00
battle-gen9nationaldex-10652197,160,pecharunt,TANK,1.00,gliscor,TANK,1.00,DEFENSIVE_DIS,shadowball,2.44,1.00
battle-gen9nationaldex-10652197,161,pecharunt,TANK,1.00,gliscor,TANK,1.00,DEFENSIVE_DIS,shadowball,2.44,1.00
battle-gen9nationaldex-10652197,162,pecharunt,TANK,1.00,gliscor,TANK,1.00,DEFENSIVE_DIS,shadowball,2.44,1.00
battle-gen9nationaldex-10652197,163,pecharunt,TANK,1.00,gliscor,TANK,1.00,DEFENSIVE_DIS,shadowball,2.44,1.00
battle-gen9nationaldex-10652197,164,pecharunt,TANK,1.00,gliscor,TANK,0.75,DEFENSIVE_DIS,shadowball,2.44,0.75
battle-gen9nationaldex-10652197,165,pecharunt,TANK,1.00,gliscor,TANK,0.33,DEFENSIVE_DIS,shadowball,2.44,0.33
battle-gen9nationaldex-10652200,83,deoxysdefense,TANK,0.63,porygon2,TANK,0.39,OFFENSIVE_DIS,stealthrock,2.57,1.79
battle-gen9nationaldex-10652200,84,deoxysdefense,TANK,0.63,cresselia,TANK,0.63,STALEMATE,SWITCH->meganium,2.57,1.66
