Batalha,Turnos,Resultado,Meu_Time,Time_Adversario,Meus_Papeis,Papeis_Adversario
battle-gen9nationaldex-10653060,94,DERROTA,gallade/xurkitree/tapukoko/gliscor/heatran/serperior,blissey/garganacl/dondozo/zapdos/corviknight/toxapex,UTIL/SWEE/SWEE/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653095,115,VITORIA,charizard/corviknight/heatran/kartana/gliscor/hydreigon,corviknight/mamoswine/emboar/latias/pidgeot/tapubulu,TANK/TANK/TANK/SWEE/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653126,93,DERROTA,tyranitar/latias/clefable/excadrill/skarmory/toxapex,corviknight/duraludon/heatran/charizardmegax/indeedeef/tapubulu,TANK/TANK/TANK/UTIL/TANK/TANK,TANK/UTIL/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653138,1000,EMPATE,abomasnow/reuniclus/slowbro/porygon2/stakataka/gliscor,stakataka/gliscor/porygon2/reuniclus/abomasnow,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653149,109,VITORIA,aron/hippowdon/slowbro/corviknight/weavile/magnezone,mandibuzz/steelix/tyranitar/clefable/toxapex/buzzwole,TANK/TANK/TANK/TANK/SWEE/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653156,91,DERROTA,blacephalon/charizard/florges/kartana/kommoo/corviknight,landorustherian/magnezone/mukalola/latios/aegislash/clefable,SWEE/TANK/TANK/SWEE/TANK/TANK,SWEE/TANK/TANK/UTIL/SWEE/TANK
battle-gen9nationaldex-10653181,1000,EMPATE,hatterene/porygon2/kingambit/cresselia/ursaluna/camerupt,zeraora/latios/whiscash/mawile/garchomp/deoxysdefense,UTIL/TANK/TANK/TANK/TANK/TANK,UTIL/UTIL/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653212,107,DERROTA,swampert/pelipper/urshifurapidstrike/greninja/corviknight/necrozma,zapdosgalar/absol/pecharunt/skarmory/blissey/gliscor,TANK/TANK/UTIL/SWEE/TANK/TANK,TANK/SWEE/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653218,1000,EMPATE,ninetalesalola/reuniclus/walrein/arctozolt/kyurem/sandslashalola,ledian/kyurem/oinkologne/skorupi/regirock,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653225,118,DERROTA,pelipper/omastar/rotomwash/seismitoad/amoonguss/scizor,rillaboom/slowbro/gliscor/heatran/kommoo/sableye,TANK/TANK/TANK/TANK/TANK/UTIL,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653232,85,VITORIA,gengar/volcarona/garchomp/tapukoko/tyranitar/corviknight,mandibuzz/gastrodon/venusaurmega/dondozo/chansey/garganacl,SWEE/SWEE/TANK/SWEE/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653234,1000,EMPATE,magneton/tapukoko/altaria/kartana/gliscor/zarude,landorustherian/tyranitar/kartana/slowkinggalar/skarmory,SWEE/SWEE/TANK/SWEE/TANK/TANK,SWEE/TANK/SWEE/TANK/TANK
battle-gen9nationaldex-10653238,95,DERROTA,dubwool/tyranitar/rillaboom/clefable/excadrill/latias,rillaboom/kommoo/sableye/gliscor/slowbro/heatran,TANK/TANK/TANK/TANK/UTIL/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653248,1000,EMPATE,slowbro/tyranitar/clefable/excadrill/corviknight/dracozolt,mandibuzz/gastrodon/venusaur/garganacl/dondozo,TANK/TANK/TANK/UTIL/TANK/TANK,TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653275,210,VITORIA,dondozo/garganacl/corviknight/blissey/toxapex/zapdos,rillaboom/gliscor/heatran/kommoo/sableye/slowbro,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653279,1000,EMPATE,hatterene/porygon2/kingambit/cresselia/ursaluna/camerupt,corviknight/latias/emboar/pidgeot/tapubulu/mamoswine,UTIL/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653281,1000,EMPATE,hatterene/porygon2/kingambit/cresselia/ursaluna/camerupt,rillaboom/moltres/krookodile/magnezone/abomasnow/necrozma,UTIL/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653301,1000,EMPATE,abomasnowmega/reuniclus/slowbro/porygon2/stakataka/gliscor,mandibuzz/toxapex/clefable/tyranitar/buzzwole/steelix,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653364,1000,EMPATE,abomasnow/rillaboom/magnezone/moltres/krookodile/necrozma,landorustherian/ninetalesalola/heatran/mamoswine/arctozolt,TANK/TANK/TANK/TANK/TANK/TANK,SWEE/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10653382,1000,EMPATE,charizard/corviknight/heatran/kartana/gliscor/hydreigon,articuno/weavile/quagsire/piloswine/mamoswine,TANK/TANK/TANK/SWEE/TANK/TANK,TANK/SWEE/TANK/TANK/TANK
battle-gen9nationaldex-10653383,86,VITORIA,pelipper/swampert/ragingbolt/ferrothorn/mantine/garchomp,lopunny/magnezone/yanmega/tapufini/garchomp/slowbro,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/UTIL/TANK/TANK/TANK
battle-gen9nationaldex-10653420,86,VITORIA,sirfetchd/slowbro/krookodile/greninja/corviknight/charizard,excadrill/serperior/tapulele/gyarados/blacephalon/hawlucha,SWEE/TANK/TANK/SWEE/TANK/TANK,UTIL/TANK/UTIL/TANK/SWEE/UTIL
battle-gen9nationaldex-10653433,92,VITORIA,venusaur/dondozo/garganacl/gastrodon/mandibuzz/chansey,hydreigon/magnezone/gliscor/serperior/aggron/komala,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/UTIL
